Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1/3/2020,193.7,195.6,189.4,191.05,191.9211337,2105309,11907,404053290,204024,9.69,6.2,-2.65
1/6/2020,191,191,185,185.6,187.3473606,1703112,10437,319073538,244230,14.34,6,-5.4
1/7/2020,187.5,189.4,182.3,184.75,185.4702141,1825796,11518,338630775,167902,9.2,7.1,-2.75
1/8/2020,180.45,184.05,180.3,182.6,182.3872326,988610,5869,180309842,79076,8,3.75,2.15
1/9/2020,185.45,192.8,184.4,192.05,189.442988,1797437,11234,340511836,294362,16.38,8.4,6.6
1/10/2020,192.55,199,190,196.4,194.0185904,2505329,16721,486080401,200678,8.01,9,3.85
1/13/2020,194.7,197.8,191.6,196.25,194.5756945,1413069,9047,274948882,172107,12.18,6.2,1.55
1/14/2020,196,198.1,193.7,195.75,196.3627559,1383757,7870,271718338,149919,10.83,4.4,-0.25
1/15/2020,195,201.8,194,200.3,198.9401025,1850446,10489,368127917,187844,10.15,7.8,5.3
1/16/2020,199.95,200.6,196.9,197.5,198.6967506,1103669,7989,219295444,145836,13.21,3.7,-2.45
1/17/2020,198.15,199.45,195.85,197.25,198.1381223,804157,5203,159334158,78579,9.77,3.6,-0.9
1/20/2020,198.2,201.45,194.3,195.05,197.2174114,1343246,8097,264911499,176249,13.12,7.15,-3.15
1/21/2020,195.8,196.5,190.1,191.45,193.4236737,874312,6414,169112639,113866,13.02,6.4,-4.35
1/22/2020,192.1,192.6,184.25,185.55,186.7771742,1480430,10484,276510532,248442,16.78,8.35,-6.55
1/23/2020,186.1,190.35,183.9,188.4,188.1672005,1612956,8280,303505415,160146,9.93,6.45,2.3
1/24/2020,188.4,190.95,185.15,186.45,188.9092088,964477,6153,182198587,160667,16.66,5.8,-1.95
1/27/2020,185.9,186.9,180.95,182.25,183.4775853,1295555,8242,237705303,212102,16.37,5.95,-3.65
1/28/2020,183.45,184.3,174.85,176.1,179.372472,1602770,10869,287492817,307089,19.16,9.45,-7.35
1/29/2020,178.15,188.8,178.15,188.05,184.8705197,2478539,16722,458208793,460929,18.6,10.65,9.9
1/30/2020,191.05,192.5,184.35,186.2,188.0125504,3017661,17307,567358141,395869,13.12,8.15,-4.85
1/31/2020,186.9,188.3,176,176.6,180.0769633,3091501,17957,556708112,466112,15.08,12.3,-10.3
2/1/2020,176,178.75,163.7,165.75,172.2781806,2610193,18868,449679301,463839,17.77,15.05,-10.25
2/3/2020,164,168.15,159.6,163.85,163.612833,2751952,16246,450254663,359076,13.05,8.55,-0.15
2/4/2020,166.7,168.5,161.3,165.7,165.3464592,2074475,13428,343007096,245304,11.82,7.2,-1
2/5/2020,167.2,185,166.65,183.75,177.2513388,3949446,24709,700044591,469729,11.89,18.35,16.55
2/6/2020,182.7,183.2,175.8,178.85,179.076186,2456672,14245,439931452,273956,11.15,7.4,-3.85
2/7/2020,178,178.1,172.9,173.6,175.2460469,1696538,10839,297311578,285924,16.85,5.2,-4.4
2/10/2020,174,174,168.05,168.95,169.4721433,1441020,8758,244212748,217499,15.09,5.95,-5.05
2/11/2020,172.05,175.15,168.65,169.7,172.1128619,1780317,9436,306415454,155481,8.73,6.5,-2.35
2/12/2020,172,173.3,169,170.8,170.882317,1353331,8371,231260337,146835,10.85,4.3,-1.2
2/13/2020,171.05,172.25,168.2,169.45,169.7034643,979457,5482,166217246,141060,14.4,4.05,-1.6
2/14/2020,170.3,176.1,168.4,169.1,172.4011099,2121007,12307,365663961,173880,8.2,7.7,-1.2
2/17/2020,170.95,171.2,166.45,169.1,168.8449432,1189932,6748,200914001,99678,8.38,4.75,-1.85
2/18/2020,168.4,168.4,158.6,161.6,162.3048109,2139569,13154,347262342,431711,20.18,9.8,-6.8
2/19/2020,163,164.1,153,158.05,157.1806023,3419137,23284,537422013,352136,10.3,11.1,-4.95
2/20/2020,158.6,162.15,156,158.45,159.4122178,2082091,12644,331910744,217601,10.45,6.15,-0.15
2/24/2020,154.4,155.8,149.55,150.6,153.2917487,1867741,11322,286309284,302702,16.21,6.25,-3.8
2/25/2020,152,153.4,147.45,149.85,149.8899696,2097229,11607,314353591,173829,8.29,5.95,-2.15
2/26/2020,147.65,147.95,143.8,144.5,145.6470288,1794832,12007,261411948,239060,13.32,4.15,-3.15
2/27/2020,144.7,146.7,141.1,145,143.2604665,1913144,11496,274077902,162455,8.49,5.6,0.3
2/28/2020,139,139.5,127.05,129,132.4599832,4047465,26654,536127146,816257,20.17,12.45,-10
3/2/2020,133.5,133.8,123.8,125.2,128.9288624,4629842,24339,596920262,421726,9.11,10,-8.3
3/3/2020,126.75,131.3,125.25,130.4,127.9818481,3144747,17496,402470533,230440,7.33,6.05,3.65
3/4/2020,130.5,130.5,120.55,126.3,124.9359047,3369295,18596,420945919,341187,10.13,9.95,-4.2
3/5/2020,128,129.8,124.3,125.65,126.4481396,4052208,17431,512394163,391126,9.65,5.5,-2.35
3/6/2020,114.3,117.25,112.95,114.25,114.8966739,4170651,20453,479193928,860257,20.63,4.3,-0.05
3/9/2020,110,110.2,104.35,105.8,107.1784983,3906384,22659,418680371,972753,24.9,5.85,-4.2
3/11/2020,105.2,106.5,97.75,99,102.0301077,5742651,21699,585923300,1063867,18.53,8.75,-6.2
3/12/2020,92.7,94.9,85.75,88,89.6101345,8037400,32447,720232495,1590474,19.79,9.15,-4.7
3/13/2020,82.2,94.2,78,89.75,87.16292603,10613571,36905,925109904,3822509,36.02,16.2,7.55
3/16/2020,86.75,87.65,82.2,82.95,84.97709696,3827222,20470,325226215,1034824,27.04,5.45,-3.8
3/17/2020,82.7,84.8,77.5,77.9,81.61162301,5206037,20913,424873129,1102680,21.18,7.3,-4.8
3/18/2020,80,80.5,75.1,75.5,77.17444776,3815807,18983,294482798,824660,21.61,5.4,-4.5
3/19/2020,70.6,76.5,68.8,72.95,72.78341982,5387940,21996,392152699,698154,12.96,7.7,2.35
3/20/2020,74.3,79.55,72.7,77.4,76.0061123,4843183,19573,368111511,591295,12.21,6.85,3.1
3/23/2020,71,72.1,69.7,69.7,70.27323508,1526872,10619,107298235,708496,46.4,2.4,-1.3
3/24/2020,70,71.2,63.6,68.6,67.9247514,2487156,13989,168939453,472378,18.99,7.6,-1.4
3/25/2020,68.9,71.7,67.1,70.2,69.43161229,2611383,10399,181312532,640782,24.54,4.6,1.3
3/26/2020,71.7,73.5,68.3,70.8,70.96504811,2888342,13500,204971329,534041,18.49,5.2,-0.9
3/27/2020,71.05,75.85,69.4,70.65,72.10523935,2962238,14899,213592880,486289,16.42,6.45,-0.4
3/30/2020,70.65,70.65,67.4,68.15,68.6189493,2142665,9691,147027421,350369,16.35,3.25,-2.5
3/31/2020,71.45,71.45,68.2,71.05,70.08950146,2418642,11894,169521412,309845,12.81,3.25,-0.4
4/1/2020,71.1,71.6,67.6,67.95,69.37030627,2648532,11058,183729476,467093,17.64,4,-3.15
4/3/2020,68,68,64.8,65.3,65.52802424,1899909,10261,124497283,655341,34.49,3.2,-2.7
4/7/2020,68.95,69,66.95,67.35,67.81441413,1972661,9531,133774850,428640,21.73,2.05,-1.6
4/8/2020,67.05,71.55,65.45,67.6,68.90316494,4414992,14017,304206922,628208,14.23,6.1,0.55
4/9/2020,69.55,76.2,69.2,74.6,73.88760966,8287109,23545,612314675,1115332,13.46,7,5.05
4/13/2020,75,77.6,72.75,74.3,74.53976261,3731307,14846,278130738,583565,15.64,4.85,-0.7
4/15/2020,75,78.65,71.95,72.85,75.42484435,5393926,22739,406836029,855072,15.85,6.7,-2.15
4/16/2020,72,75.4,71.1,74.65,73.6747884,2529141,11293,186333928,527496,20.86,4.3,2.65
4/17/2020,78,78.25,74.75,76.85,76.04638319,3789325,12650,288164461,597758,15.77,3.5,-1.15
4/20/2020,77,83.35,75.45,80.5,81.04022219,7046533,26200,571052600,926906,13.15,7.9,3.5
4/21/2020,78.8,78.8,74,74.75,75.50906864,2869173,15260,216648581,953104,33.22,4.8,-4.05
4/22/2020,74.75,76.65,72.6,75.9,74.41484004,2633362,10519,195961212,448814,17.04,4.05,1.15
4/23/2020,76.55,78.65,75.3,75.65,76.94284036,3975655,10837,305898188,477576,12.01,3.35,-0.9
4/24/2020,75.3,76.9,74,74.15,75.50403531,2248898,7640,169800874,314489,13.98,2.9,-1.15
4/27/2020,76,76.15,74.8,75.25,75.42826468,1233681,5475,93054417,227600,18.45,1.35,-0.75
4/28/2020,75.9,78.1,75.3,76.95,76.82605475,1861672,6326,143024915,315180,16.93,2.8,1.05
4/29/2020,77.7,79.3,76.75,78.15,78.08030497,2109471,6804,164708139,392676,18.61,2.55,0.45
4/30/2020,85.95,93.75,85.95,93.1,89.55508428,7718772,36866,691255277,1974996,25.59,7.8,7.15
5/4/2020,87.45,87.45,81.5,83.9,84.1773835,3997604,20348,336507845,1093382,27.35,5.95,-3.55
5/5/2020,86.3,86.75,80.4,80.95,84.27302597,2836210,13051,239015999,602299,21.24,6.35,-5.35
5/6/2020,81.8,84,80.4,83.1,82.56635392,2542246,10248,209903983,318872,12.54,3.6,1.3
5/7/2020,83.25,84.65,82.15,82.5,83.27203299,1732595,6482,144276708,254715,14.7,2.5,-0.75
5/8/2020,84.7,84.85,80.55,81.05,82.51909608,1883318,8899,155409699,316271,16.79,4.3,-3.65
5/11/2020,81.85,90.45,81.55,86.1,86.92387421,7627363,27661,662999942,768231,10.07,8.9,4.25
5/12/2020,86.1,87.7,83.55,86.15,84.97406048,3908399,14991,332112533,484221,12.39,4.15,0.05
5/13/2020,94.1,94.1,86.3,87.25,88.7486525,3496462,15139,310306291,805559,23.04,7.8,-6.85
5/14/2020,84.4,85.3,82.65,83.8,84.11970701,2830820,11151,238127749,663643,23.44,2.65,-0.6
5/15/2020,85,85.35,82.9,84.4,83.92864281,1864129,7103,156453817,280818,15.06,2.45,-0.6
5/18/2020,84.7,84.7,79.6,80.65,81.14430525,2070292,9627,167992406,502744,24.28,5.1,-4.05
5/19/2020,83,85.6,81.55,81.8,83.61082539,2737879,10024,228916323,332234,12.13,4.05,-1.2
5/20/2020,81.8,84.4,80.8,83.45,82.96612944,1649338,6060,136839190,179311,10.87,3.6,1.65
5/21/2020,83.2,85.15,83,84.05,84.2481148,2046339,6909,172400203,312289,15.26,2.15,0.85
5/22/2020,83.45,83.9,82,82.75,82.82784817,1374618,5393,113856651,264192,19.22,1.9,-0.7
5/26/2020,83.85,85.65,82.65,83.1,84.11927426,1625707,6650,136753293,252371,15.52,3,-0.75
5/27/2020,84.25,86,84,84.6,84.98340612,2244804,8033,190771090,376646,16.78,2,0.35
5/28/2020,85.65,88.05,84.55,86.85,86.47157971,3387527,12632,292924811,608312,17.96,3.5,1.2
5/29/2020,85.8,87.45,84.65,86.9,85.84054831,3186012,10120,273489017,356009,11.17,2.8,1.1
6/1/2020,89,91.15,88.05,89.6,90.0795101,3930444,12672,354052470,639600,16.27,3.1,0.6
6/2/2020,89.4,97.3,89.4,96.5,94.33655595,6287956,22353,593184113,1014879,16.14,7.9,7.1
6/3/2020,100,101.45,97.5,98.8,100.1080027,4711300,18657,471638833,949455,20.15,3.95,-1.2
6/4/2020,99.3,101.3,96.75,98.5,99.22981827,3361121,12273,333523426,599782,17.84,4.55,-0.8
6/5/2020,100.9,112.4,99.6,110.7,107.3828323,8649199,30701,928775486,1184367,13.69,12.8,9.8
6/8/2020,114.8,119.05,113.05,115.5,115.9947701,7798382,28422,904571527,1072157,13.75,6,0.7
6/9/2020,117.5,117.75,110.35,111.45,113.864,4317176,15921,491570928,639335,14.81,7.4,-6.05
6/10/2020,110.9,113,108.45,111.5,111.0632477,4370354,15270,485385709,404774,9.26,4.55,0.6
6/11/2020,111,111.1,105,106.05,109.2396015,3840042,13801,419484658,468993,12.21,6.1,-4.95
6/12/2020,99.1,106.2,98.2,105.25,101.2128604,5932333,19805,600428392,584106,9.85,8,6.15
6/15/2020,104.85,104.85,100.05,100.45,101.8853968,4006860,19926,408240521,836907,20.89,4.8,-4.4
6/16/2020,101.25,103.5,92,94.75,96.74844445,10845171,36817,1049253424,1674154,15.44,11.5,-6.5
6/17/2020,92.8,96.4,92,95.45,94.63985087,8478385,28962,802393092,1206963,14.24,4.4,2.65
6/18/2020,94.8,97.2,94.05,96.4,96.0949072,7932391,21316,762262377,1161640,14.64,3.15,1.6
6/19/2020,96.4,103.8,95.6,102.45,100.4773521,11479377,46586,1153417405,3183764,27.73,8.2,6.05
6/22/2020,103.8,104.9,101,102.65,103.1956322,3421333,12202,353066622,448834,13.12,3.9,-1.15
6/23/2020,102.8,106,101.85,104.35,103.755006,4984804,22797,517198369,1532499,30.74,4.15,1.55
6/24/2020,104.95,110.8,104.2,104.75,108.0424692,5491674,19897,593334019,615217,11.2,6.6,-0.2
6/25/2020,104,106.2,101.6,103.85,104.2663733,3238756,10015,337693342,348118,10.75,4.6,-0.15
6/26/2020,105.65,106,100.45,101.55,103.3368036,4535729,18818,468707737,728943,16.07,5.55,-4.1
6/29/2020,101,101.3,98.05,99.5,99.35899779,3522342,19204,349976371,669527,19.01,3.25,-1.5
6/30/2020,101.5,102.15,97.35,98.25,99.41873796,3423499,18595,340359950,605600,17.69,4.8,-3.25
7/1/2020,98.75,101.4,98.2,100.7,99.89585588,3065502,12550,306230946,335196,10.93,3.2,1.95
7/2/2020,101,102.95,100.45,101.55,101.5736426,1870677,7657,190011477,218046,11.66,2.5,0.55
7/3/2020,102.7,106.35,102.1,103.45,104.5718271,3868211,15647,404505892,506724,13.1,4.25,0.75
7/6/2020,104.2,109.8,104.2,109,107.1931586,4458844,18143,477957572,857261,19.23,5.6,4.8
7/7/2020,110,112.6,108.05,109.05,110.0878713,4132270,16110,454912808,615133,14.89,4.55,-0.95
7/8/2020,109.8,110.9,104.4,105.45,107.8500341,2788387,13066,300727633,527430,18.92,6.5,-4.35
7/9/2020,106.5,108.9,104.6,107,106.2759392,4152629,18241,441324547,781560,18.82,4.3,0.5
7/10/2020,106.85,108.6,105.5,107.55,107.3101603,4122223,17566,442356411,1013583,24.59,3.1,0.7
7/13/2020,109,112.1,106.85,107.95,109.5486003,3355503,14079,367590657,411718,12.27,5.25,-1.05
7/14/2020,106.45,107.55,104.1,105.15,105.6324405,2206560,8882,233084318,364014,16.5,3.45,-1.3
7/15/2020,106.65,106.85,102.5,103.2,104.854824,2461474,8920,258097423,404932,16.45,4.35,-3.45
7/16/2020,104,104,100.65,103,102.0536252,2300058,8452,234729257,286241,12.44,3.35,-1
7/17/2020,103.5,106.85,103.3,106.4,105.3544489,3180286,14231,335057279,1079710,33.95,3.55,2.9
7/20/2020,106.45,106.45,103.8,105,104.8942526,2543174,12201,266764336,439750,17.29,2.65,-1.45
7/21/2020,106,109.7,105.55,108.5,108.3045622,3236032,12137,350477029,591161,18.27,4.15,2.5
7/22/2020,108.6,109.75,104.35,105.15,106.5842923,3915097,15600,417287843,552343,14.11,5.4,-3.45
7/23/2020,105.1,106.45,104.65,106.05,105.7738475,3201397,13306,338624078,580717,18.14,1.8,0.95
7/24/2020,104.9,105.5,102.8,103.75,104.4581051,3587146,10761,374706474,369164,10.29,2.7,-1.15
7/27/2020,104.15,104.6,101.35,101.7,102.5625318,2034349,12760,208647984,467855,23,3.25,-2.45
7/28/2020,102.5,107.2,102.2,106.5,105.4596276,2764547,10496,291548097,513340,18.57,5,4
7/29/2020,107.1,108.65,104.85,105.8,107.0800674,3050391,14678,326636074,913989,29.96,3.8,-1.3
7/30/2020,106.15,106.75,103,103.7,104.618917,2137259,12112,223597722,390715,18.28,3.75,-2.45
7/31/2020,103.9,105.4,102.35,104.7,103.7040511,2420006,12499,250964426,605302,25.01,3.05,0.8
8/3/2020,103.4,114.4,103,113.05,111.1217393,15667312,78394,1740978959,5090795,32.49,11.4,9.65
8/4/2020,113.05,115.1,110.8,111.4,113.0090928,5067642,18248,572689625,514051,10.14,4.3,-1.65
8/5/2020,112,117.65,111.95,115.5,114.8396604,4145395,15392,476055754,508213,12.26,5.7,3.5
8/6/2020,115.6,117.7,115.5,116.8,116.4576323,3698124,16540,430674765,1019370,27.56,2.2,1.2
8/7/2020,117,119.7,116.25,119.1,118.3356403,2591596,10243,306678172,325439,12.56,3.45,2.1
8/10/2020,119.95,124.65,119.55,123.8,122.8853422,5372280,24745,660174466,1149005,21.39,5.1,3.85
8/11/2020,124.75,125.75,121.45,122.3,123.182478,2149180,9873,264741318,422191,19.64,4.3,-2.45
8/12/2020,121.35,126.35,120.65,125.3,123.7015216,2389349,9967,295566107,361377,15.12,5.7,3.95
8/13/2020,126.55,131.8,124.35,131.1,128.783055,5537095,24751,713084010,615771,11.12,7.45,4.55
8/14/2020,131.85,132.6,123.75,124.55,127.6088341,4055261,20939,517487128,720650,17.77,8.85,-7.3
8/17/2020,124.75,126.3,120.7,123.5,124.013349,3380248,13582,419195875,321518,9.51,5.6,-1.25
8/18/2020,124,127.5,123.6,125.6,125.5657758,3056734,13502,383821176,384272,12.57,3.9,1.6
8/19/2020,127.3,127.6,124.75,125.15,126.1033082,4228289,17531,533201231,440968,10.43,2.85,-2.15
8/20/2020,123.7,125.65,121.25,121.7,123.5254942,2741368,13946,338628837,512791,18.71,4.4,-2
8/21/2020,123.95,124.3,120.2,120.95,121.9309287,2204272,11964,268768932,444527,20.17,4.1,-3
8/24/2020,121.5,122.95,120.8,121.2,121.7252926,2362543,12857,287581238,625879,26.49,2.15,-0.3
8/25/2020,121.55,128.3,121.4,127.05,124.8242043,4641160,19752,579329104,688455,14.83,6.9,5.5
8/26/2020,129.8,139,128.4,137.85,134.0032304,9507010,37866,1273970051,1226482,12.9,10.6,8.05
8/27/2020,139.85,146.8,139.35,144.35,143.2345407,8473638,35991,1213717647,728620,8.6,7.45,4.5
8/28/2020,143.25,146.15,137,142.7,142.976533,7010665,37567,1002360576,1481925,21.14,9.15,-0.55
8/31/2020,145,147.9,138.25,143.2,144.3838492,6422588,25952,927317977,646951,10.07,9.65,-1.8
9/1/2020,144,145.1,140.4,143.8,142.7910693,2247315,15151,320896512,272678,12.13,4.7,-0.2
9/2/2020,145.45,151.8,141.5,150.4,146.2615916,3021832,16075,441977958,422203,13.97,10.3,4.95
9/3/2020,151.6,155.15,149.7,151.75,152.4853822,6791110,38547,1035545004,997510,14.69,5.45,0.15
9/4/2020,147.4,153.6,146,147.75,150.4015982,5149109,25634,774434223,596954,11.59,7.6,0.35
9/7/2020,150,152,148.1,149.35,149.7158594,3850308,19326,576452171,358918,9.32,3.9,-0.65
9/8/2020,149.5,149.7,141.2,142.25,145.8311581,3355452,17215,489329451,456274,13.6,8.5,-7.25
9/9/2020,141,141.7,135.75,140.25,138.7678969,3186166,17118,442137555,493444,15.49,5.95,-0.75
9/10/2020,142.6,144.25,138,143.25,142.202528,4233177,23203,601968471,510478,12.06,6.25,0.65
9/11/2020,143,146.7,141.7,144.3,144.0622666,3077106,14728,443294865,238798,7.76,5,1.3
9/14/2020,147.5,151,145.5,148.4,148.46797,5280050,30831,783918305,1281330,24.27,5.5,0.9
9/15/2020,149.6,149.6,146.55,148.3,147.9393217,2031221,11147,300497457,190742,9.39,3.05,-1.3
9/16/2020,149.05,154.25,148.6,151.6,152.3211389,3611848,20476,550160801,336365,9.31,5.65,2.55
9/17/2020,150.9,150.9,146.2,147.6,148.1477602,2972214,22167,440326847,516375,17.37,4.7,-3.3
9/18/2020,149.9,150.55,146.25,147.9,148.7798235,1838584,9844,273544203,275055,14.96,4.3,-2
9/21/2020,148,148,135.5,137.4,141.4507838,3307721,17680,467879728,727647,22,12.5,-10.6
9/22/2020,138,138.25,129.7,133.1,133.1464294,3852935,20494,513004538,518504,13.46,8.55,-4.9
9/23/2020,135.95,136.8,128,131.35,132.2863317,3255741,17134,430690034,446284,13.71,8.8,-4.6
9/24/2020,127.8,128.8,122.15,122.8,125.3033876,2622477,14285,328605252,521938,19.9,6.65,-5
9/25/2020,125,128.35,123.1,127.35,126.0058232,3392464,16069,427470219,385180,11.35,5.25,2.35
9/28/2020,129.25,134.3,127.4,132.85,132.3123234,4486014,23797,593554935,666760,14.86,6.9,3.6
9/29/2020,135.2,136.1,130.75,131.7,132.7783567,3460244,14571,459445512,318927,9.22,5.35,-3.5
9/30/2020,133,134.4,130.5,133.3,132.7109451,1485659,8454,197163210,138469,9.32,3.9,0.3
10/1/2020,135.7,136.5,132.6,133.5,134.8026926,1674311,8140,225701631,185679,11.09,3.9,-2.2
10/5/2020,137,137.5,132.05,133.9,134.461584,2800303,18755,376533177,550030,19.64,5.45,-3.1
10/6/2020,137.8,145.7,135.9,144.85,142.8317164,10190922,67155,1455586881,2897699,28.43,9.8,7.05
10/7/2020,144.1,144.5,139.8,141,142.0224703,4032654,25576,572727483,945070,23.44,4.7,-3.1
10/8/2020,142.8,143.35,139.65,140.9,141.3180744,2491175,18636,352048054,618055,24.81,3.7,-1.9
10/9/2020,141.4,142.65,138,138.45,139.5807846,1423879,8720,198746148,338961,23.81,4.65,-2.95
10/12/2020,139.55,139.85,133.05,135.85,135.7306336,2787824,22863,378393118,549910,19.73,6.8,-3.7
10/13/2020,135.55,137.1,132.85,134.1,134.8476344,1370296,8318,184781174,183898,13.42,4.25,-1.45
10/14/2020,134,134.6,128.8,130.7,130.7395277,1752029,16735,229059444,474297,27.07,5.8,-3.3
10/15/2020,131.9,134.35,126.5,127,130.7078638,3983711,31161,520702355,891988,22.39,7.85,-4.9
10/16/2020,129.8,130,126,127.7,127.6905679,3339831,22617,426464917,821024,24.58,4,-2.1
10/19/2020,130.7,130.7,127.85,128.25,128.7776623,1667032,13096,214676484,483445,29,2.85,-2.45
10/20/2020,128,130.25,126.4,129.65,127.9938474,2072303,16666,265242034,679482,32.79,3.85,1.65
10/21/2020,131.25,133,128.25,130.25,131.1407173,3493665,22814,458161734,1088569,31.16,4.75,-1
10/22/2020,129.05,134.5,128.45,133.45,131.8291208,3949368,28199,520641711,1584078,40.11,6.05,4.4
10/23/2020,134.85,138.9,134.15,137,136.6622606,3019050,20661,412590198,494597,16.38,4.75,2.15
10/26/2020,139.4,140.75,131.2,133.65,135.6808023,6481648,37408,879435201,1296338,20,9.55,-5.75
10/27/2020,134,136.8,131,135.7,134.3801841,2354638,12645,316416688,349389,14.84,5.8,1.7
10/28/2020,138.2,143.15,133.5,134.8,138.8493248,10895926,67948,1512891968,3040571,27.91,9.65,-3.4
10/29/2020,132.4,133,130,131.9,131.4689068,3900882,25915,512844692,916335,23.49,3,-0.5
10/30/2020,132.9,134.5,130.3,132.7,132.463609,3535203,18730,468285748,651084,18.42,4.2,-0.2
11/2/2020,133.7,134,131.1,132.85,132.4309998,3930814,17625,520561628,773733,19.68,2.9,-0.85
11/3/2020,134.85,137.35,133.65,134.1,135.3450211,4349169,23439,588638370,1160800,26.69,3.7,-0.75
11/4/2020,134.65,137,134,135.85,135.4361812,4467240,21827,605025926,1186830,26.57,3,1.2
11/5/2020,136.95,138,136,137.65,137.1389175,1869117,10507,256328682,319771,17.11,2,0.7
11/6/2020,137.9,142.25,137.75,138.9,140.1737969,4560932,28010,639323156,1611031,35.32,4.5,1
11/9/2020,140.35,141.5,138.75,141,140.3214235,1864786,12169,261669426,363013,19.47,2.75,0.65
11/10/2020,143.25,146.55,142.7,146,144.9349463,6295710,39323,912468391,2732889,43.41,3.85,2.75
11/11/2020,146,151.4,145.75,150.95,148.8890736,7167086,43542,1067100795,2947411,41.12,5.65,4.95
11/12/2020,150,153.8,150,151.15,151.8156991,3728837,23977,566095996,1192409,31.98,3.8,1.15
11/13/2020,150,150,145.5,146.35,147.33634,1759776,11362,259278955,435576,24.75,4.5,-3.65
11/14/2020,149,150.75,147.9,148.9,149.476133,711169,10769,106302792,279798,39.34,2.85,-0.1
11/17/2020,151.7,159.1,151.7,158,155.2552639,7207341,82609,1118977629,3513479,48.75,7.4,6.3
11/18/2020,158.6,174.95,158.6,173.55,167.9935197,10988480,69219,1845993431,3282452,29.87,16.35,14.95
11/19/2020,171.8,176.35,166.6,167.75,171.879375,7800401,49440,1340728049,2059442,26.4,9.75,-4.05
11/20/2020,170,171.55,165.55,169,168.8859342,3049951,14614,515093824,378480,12.41,6,-1
11/23/2020,169.7,173.9,165.6,170.6,169.6384754,2467428,13318,418570724,513323,20.8,8.3,0.9
11/24/2020,172.3,175.55,171.2,172,173.494387,2891967,12555,501740042,381430,13.19,4.35,-0.3
11/25/2020,175,176.85,169.25,171.4,173.8375715,2574062,14734,447468687,414870,16.12,7.6,-3.6
11/26/2020,171.7,174.9,171.05,173.75,172.4271211,1363494,8526,235103345,215767,15.82,3.85,2.05
11/27/2020,174.45,183.75,174.45,180.25,181.0726142,7612050,48069,1378333793,2012347,26.44,9.3,5.8
12/1/2020,183.25,183.25,178.1,179.7,179.8996939,2381640,12516,428456307,449974,18.89,5.15,-3.55
12/2/2020,184.1,187.3,181.15,183.55,184.3876136,5202699,19792,959313253,579024,11.13,6.15,-0.55
12/3/2020,185,186,183.3,184.8,184.6984224,2377418,8853,439105354,318788,13.41,2.7,-0.2
12/4/2020,186.7,188.75,182.25,184.15,184.8362163,3479711,13411,643176615,1032256,29.66,6.5,-2.55
12/7/2020,184.7,186.45,182.8,183.55,184.5511283,3447221,16976,636188525,718545,20.84,3.65,-1.15
12/8/2020,185.35,185.7,178.95,181.75,181.9676171,2359362,10350,429327481,426880,18.09,6.75,-3.6
12/9/2020,182.65,186.4,181.8,182.7,184.0389065,2954649,9319,543770371,857957,29.04,4.6,0.05
12/10/2020,182.7,182.75,176.45,177.6,178.3844511,3178214,24365,566943960,856429,26.95,6.3,-5.1
12/11/2020,178.1,181.45,176.6,178.8,179.4709567,3009313,18987,540084283,758545,25.21,4.85,0.7
12/14/2020,181,181,176.8,177.6,178.0059585,3755794,8128,668553711,372245,9.91,4.2,-3.4
12/15/2020,176.8,179.5,173.3,178.8,175.7319457,1890994,8925,332308055,221918,11.74,6.2,2
12/16/2020,181,183.8,180.3,182.5,182.2913191,3455087,10666,629832367,451868,13.08,3.5,1.5
12/17/2020,183.6,184.15,180.65,181.65,182.9147925,1878837,6236,343667080,434712,23.14,3.5,-1.95
12/18/2020,181.1,181.45,176.7,180.5,179.402408,1595408,6798,286220037,165842,10.39,4.75,-0.6
12/21/2020,176.5,177.5,162.45,164.55,171.1233616,3742380,22138,640408646,774822,20.7,15.05,-11.95
12/22/2020,164,169.1,156.55,165.05,161.6811673,8247143,65739,1333407707,1801081,21.84,12.55,1.05
12/23/2020,165.7,169.7,163.35,169.2,166.6779274,6186133,27012,1031091827,1918452,31.01,6.35,3.5
12/24/2020,171.5,177.9,171.5,175.9,175.5501968,5228776,30286,917912656,1559342,29.82,6.4,4.4
12/28/2020,180,187.45,179,186.3,184.33863,4106762,20858,757034881,767600,18.69,8.45,6.3
12/29/2020,188,188.6,181.05,183.4,184.9291948,3312073,15460,612498993,490692,14.82,7.55,-4.6
12/30/2020,183.3,185.3,180.45,184,182.5437173,1478809,8553,269947292,155635,10.52,4.85,0.7
12/31/2020,185,187.5,182.85,183.7,185.4388384,2122018,10651,393504553,331046,15.6,4.65,-1.3
1/1/2021,185.25,187,184.55,186.45,185.5663379,1158750,6350,215024994,239725,20.69,2.45,1.2
1/4/2021,192,193,188.8,191.2,191.1378281,2832471,15982,541392355,554470,19.58,4.2,-0.8
1/5/2021,187,193.95,185.05,193.25,188.594354,3650476,17873,688459163,459102,12.58,8.9,6.25
1/6/2021,194.05,197.45,190.7,195.35,194.7517704,5666225,33962,1103507350,1828849,32.28,6.75,1.3
1/7/2021,197,200.35,195.45,196.7,197.8722106,4978434,16509,985093741,485619,9.75,4.9,-0.3
